id,year,month,date,day,location,notes,month(no),time,OSGridRef,latitude ,longitude,Nation
316,1461,Nov,22,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
317,1461,Nov,23,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
318,1461,Nov,24,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
319,1461,Nov,25,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
320,1461,Nov,26,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
321,1461,Nov,27,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
322,1461,Nov,28,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
323,1461,Nov,29,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
324,1461,Nov,30,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
325,1461,Dec,1,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
326,1461,Dec,2,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
327,1461,Dec,3,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
328,1461,Dec,4,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
329,1461,Dec,5,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
330,1461,Dec,6,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
331,1461,Dec,7,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
332,1461,Dec,8,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
333,1461,Dec,9,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
334,1461,Dec,10,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
335,1461,Dec,11,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
336,1461,Dec,12,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
337,1461,Dec,13,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
338,1461,Dec,14,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
339,1461,Dec,15,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
340,1461,Dec,16,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
341,1461,Dec,17,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
342,1461,Dec,18,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
343,1461,Dec,19,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
344,1461,Dec,20,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
345,1461,Dec,21,Mon,Westminster,(proroguing of Parliament),,,TQ3016079670,51.500988,-0.12617168,England
346,1461,Dec,22,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
347,1461,Dec,23,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
348,1461,Dec,26,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
349,1461,Dec,27,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
350,1461,Dec,28,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
351,1461,Dec,31,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
352,1462,Jan,3,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
353,1462,Jan,4,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
354,1462,Jan,5,Tue,,,,,,,,
355,1462,Jan,6,Wed,City of London,,,,TQ3241681349,51.515556,-0.093056,England
356,1462,Jan,6,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
357,1462,Jan,7,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
358,1462,Jan,8,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
359,1462,Jan,8,Fri,Rochester,,,,TQ7414268559,51.389355,0.50145239,England
360,1462,Jan,12,Tue,Sittingbourne,,,,TQ9094263665,51.34,0.74,England
361,1462,Jan,13,Wed,Canterbury,,,,TR1454057430,51.275608,1.0745524,England
362,1462,Jan,14,Thu,,,,,,,,
363,1462,Jan,15,Fri,Canterbury,,,,TR1454057430,51.275608,1.0745524,England
364,1462,Jan,25,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
365,1462,Jan,26,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
366,1462,Jan,27,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
367,1462,Jan,28,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
368,1462,Jan,29,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
369,1462,Jan,30,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
370,1462,Jan,31,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
371,1462,Feb,1,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
372,1462,Feb,2,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
373,1462,Feb,3,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
374,1462,Feb,4,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
375,1462,Feb,5,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
376,1462,Feb,6,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
377,1462,Feb,7,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
378,1462,Feb,8,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
379,1462,Feb,9,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
380,1462,Feb,10,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
381,1462,Feb,11,Thu,City of London,,,,TQ3241681349,51.515556,-0.093056,England
382,1462,Feb,12,Fri,,,,,,,,
383,1462,Feb,13,Sat,City of London,,,,TQ3241681349,51.515556,-0.093056,England
384,1462,Feb,14,Sun,City of London,,,,TQ3241681349,51.515556,-0.093056,England
385,1462,Feb,15,Mon,City of London,,,,TQ3241681349,51.515556,-0.093056,England
386,1462,Feb,16,Tue,City of London,,,,TQ3241681349,51.515556,-0.093056,England
387,1462,Feb,17,Wed,City of London,,,,TQ3241681349,51.515556,-0.093056,England
388,1462,Feb,18,Thu,City of London,,,,TQ3241681349,51.515556,-0.093056,England
389,1462,Feb,18,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
390,1462,Feb,19,Fri,City of London,,,,TQ3241681349,51.515556,-0.093056,England
391,1462,Feb,20,Sat,City of London,,,,TQ3241681349,51.515556,-0.093056,England
392,1462,Feb,21,Sun,City of London,,,,TQ3241681349,51.515556,-0.093056,England
393,1462,Feb,22,Mon,City of London,,,,TQ3241681349,51.515556,-0.093056,England
394,1462,Feb,23,Tue,City of London,,,,TQ3241681349,51.515556,-0.093056,England
395,1462,Feb,24,Wed,City of London,,,,TQ3241681349,51.515556,-0.093056,England
396,1462,Feb,24,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
397,1462,Feb,25,Thu,City of London,,,,TQ3241681349,51.515556,-0.093056,England
398,1462,Feb,26,Fri,City of London,,,,TQ3241681349,51.515556,-0.093056,England
399,1462,Feb,27,Sat,City of London,,,,TQ3241681349,51.515556,-0.093056,England
400,1462,Feb,28,Sun,City of London,,,,TQ3241681349,51.515556,-0.093056,England
401,1462,Feb,28,Sun,Ware,town of Ware,,,TL3580814304,51.810879,-0.031415,England
402,1462,Mar,1,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
403,1462,Mar,2,Tue,University of Cambridge,,,,TL4477658451,52.205278,0.117222,England
404,1462,Mar,3,Wed,University of Cambridge,,,,TL4477658451,52.205278,0.117222,England
405,1462,Mar,3,Wed,Tower of Cambridge,,,,TL4411758392,52.204917,0.1075647,England
406,1462,Mar,4,Thu,University of Cambridge,,,,TL4477658451,52.205278,0.117222,England
407,1462,Mar,4,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
408,1462,Mar,5,Fri,Huntingdon,,,,TL2402571458,52.327212,-0.18148094,England
409,1462,Mar,6,Sat,Huntingdon,,,,TL2402571458,52.327212,-0.18148094,England
410,1462,Mar,7,Sun,Peterborough Abbey,,,,TL1944998643,52.5725,-0.238889,England
411,1462,Mar,7,Sun,Peterborough,,,,TL1866699829,52.583333,-0.25,England
412,1462,Mar,8,Mon,Peterborough,,,,TL1866699829,52.583333,-0.25,England
413,1462,Mar,8,Mon,Stamford,,,,TF0282607016,52.651142,-0.48146188,England
414,1462,Mar,9,Tue,Stamford,,,,TF0282607016,52.651142,-0.48146188,England
415,1462,Mar,10,Wed,Stamford,,,,TF0282607016,52.651142,-0.48146188,England
416,1462,Mar,11,Thu,Stamford,,,,TF0282607016,52.651142,-0.48146188,England
417,1462,Mar,12,Fri,,,,,,,,
418,1462,Mar,13,Sat,Stamford,,,,TF0282607016,52.651142,-0.48146188,England
419,1462,Mar,14,Sun,Stamford,,,,TF0282607016,52.651142,-0.48146188,England
420,1462,Mar,15,Mon,Stamford,,,,TF0282607016,52.651142,-0.48146188,England
421,1462,Mar,16,Tue,Stamford,,"TNA, PSO 1/21",,TF0282607016,52.651142,-0.48146188,England
422,1462,Mar,17,Wed,Cambridge,,,,TL4490958455,52.205278,0.119167,England
423,1462,Mar,17,Wed,Grantham,,,,SK9137935927,52.913008,-0.64255821,England
424,1462,Mar,17,Wed,Stamford,,,,TF0282607016,52.651142,-0.48146188,England
425,1462,Mar,17,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
426,1462,Mar,18,Thu,Newark,,,,SK7987553872,53.076111,-0.809167,England
427,1462,Mar,19,Fri,,,,,,,,
428,1462,Mar,20,Sat,Lincoln,,,,SK9746471804,53.234336,-0.54124564,England
429,1462,Mar,20,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
430,1462,Mar,21,Sun,Lincoln,,,,SK9746471804,53.234336,-0.54124564,England
431,1462,Mar,22,Mon,Lincoln,,,,SK9746471804,53.234336,-0.54124564,England
432,1462,Mar,23,Tue,Lincoln,,,,SK9746471804,53.234336,-0.54124564,England
433,1462,Mar,23,Tue,Newark,,,,SK7987553872,53.076111,-0.809167,England
434,1462,Mar,24,Wed,Newark,,,,SK7987553872,53.076111,-0.809167,England
435,1462,Mar,24,Wed,Eastwell (Leics.),,,,SK7754728366,52.847222,-0.85,England
436,1462,Mar,24,Wed,Southwell (Notts.),,,,SK7010253929,53.078,-0.955,England
437,1462,Mar,29,Mon,Nottingham,(?Date unclear),,,SK5700040000,52.954357,-1.1530111,England
438,1462,Mar,30,Tue,Nottingham,,,,SK5700040000,52.954357,-1.1530111,England
439,1462,Apr,1,Thu,Derby,,,,SK3524236342,52.92334,-1.4772494,England
440,1462,Apr,2,Fri,Burton upon Trent,,,,SK2459322771,52.801944,-1.636667,England
441,1462,Apr,3,Sat,Lichfield,,,,SK1165709381,52.682,-1.829,England
442,1462,Apr,4,Sun,Lichfield (Castle),,,,SK1190009500,52.683067,-1.8254081,England
443,1462,Apr,4,Sun,Lichfield,,,,SK1165709381,52.682,-1.829,England
444,1462,Apr,7,Wed,Lichfield,,,,SK1165709381,52.682,-1.829,England
445,1462,Apr,8,Thu,Leicester,,,,SK5875204306,52.633333,-1.133333,England
446,1462,Apr,9,Fri,,,,,,,,
447,1462,Apr,10,Sat,Leicester,,,,SK5875204306,52.633333,-1.133333,England
448,1462,Apr,11,Sun,,,,,,,,
449,1462,Apr,12,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
450,1462,Apr,13,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
451,1462,Apr,14,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
452,1462,Apr,15,Thu,,,,,,,,
453,1462,Apr,16,Fri,Leicester,,,,SK5875204306,52.633333,-1.133333,England
454,1462,Apr,17,Sat,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
455,1462,Apr,18,Sun,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
456,1462,Apr,19,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
457,1462,Apr,19,Mon,Leicester,,,,SK5875204306,52.633333,-1.133333,England
458,1462,Apr,20,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
459,1462,Apr,21,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
460,1462,Apr,22,Thu,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
461,1462,Apr,23,Fri,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
462,1462,Apr,24,Sat,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
463,1462,Apr,25,Sun,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
464,1462,Apr,26,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
465,1462,Apr,27,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
466,1462,Apr,28,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
467,1462,Apr,29,Thu,,,,,,,,
468,1462,Apr,30,Fri,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
469,1462,May,1,Sat,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
470,1462,May,2,Sun,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
471,1462,May,2,Sun,Burton upon Trent,"Appears as ""Burton on Trent""",,,SK2459322771,52.801944,-1.636667,England
472,1462,May,3,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
473,1462,May,4,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
474,1462,May,5,Wed,,,,,,,,
475,1462,May,6,Thu,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
476,1462,May,7,Fri,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
477,1462,May,8,Sat,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
478,1462,May,9,Sun,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
479,1462,May,10,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
480,1462,May,11,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
481,1462,May,12,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
482,1462,May,13,Thu,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
483,1462,May,14,Fri,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
484,1462,May,15,Sat,,,,,,,,
485,1462,May,16,Sun,,,,,,,,
486,1462,May,17,Mon,,,,,,,,
487,1462,May,18,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
488,1462,May,19,Wed,,,,,,,,
489,1462,May,20,Thu,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
490,1462,May,21,Fri,,,,,,,,
491,1462,May,22,Sat,,,,,,,,
492,1462,May,23,Sun,,,,,,,,
493,1462,May,24,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
494,1462,May,25,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
495,1462,May,26,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
496,1462,May,27,Thu,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
497,1462,May,28,Fri,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
498,1462,May,29,Sat,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
499,1462,May,30,Sun,,,,,,,,
500,1462,May,31,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
501,1462,June,1,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
502,1462,June,2,Wed,,,,,,,,
503,1462,June,3,Thu,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
504,1462,June,4,Fri,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
505,1462,June,5,Sat,,,,,,,,
506,1462,June,6,Sun,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
507,1462,June,7,Mon,,,,,,,,
508,1462,June,8,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
509,1462,June,9,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
510,1462,June,10,Thu,,,,,,,,
511,1462,June,11,Fri,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
512,1462,June,12,Sat,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
513,1462,June,13,Sun,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
514,1462,June,14,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
515,1462,June,23,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
516,1462,June,27,Sun,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
517,1462,June,28,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
518,1462,June,29,Tue,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
519,1462,June,30,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
520,1462,July,3,Sat,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
521,1462,July,4,Sun,,,,,,,,
522,1462,July,5,Mon,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
523,1462,July,6,Tue,,,,,,,,
524,1462,July,7,Wed,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
525,1462,July,8,Thu,,,,,,,,
526,1462,July,9,Fri,,,,,,,,
527,1462,July,10,Sat,Northampton,Town of Northampton,,,SP7565259707,52.230375,-0.893753,England
528,1462,July,11,Sun,,,,,,,,
529,1462,July,12,Mon,Northampton,Town of Northampton,,,SP7565259707,52.230375,-0.893753,England
530,1462,July,16,Fri,Warwick Castle,,,,SP2842964670,52.279444,-1.584722,England
531,1462,July,17,Sat,Warwick Castle,,,,SP2842964670,52.279444,-1.584722,England
532,1462,July,18,Sun,,,,,,,,
533,1462,July,19,Mon,Warwick Castle,,,,SP2842964670,52.279444,-1.584722,England
534,1462,July,20,Tue,Kenilworth Castle,,,,SP2785272265,52.347752,-1.5925508,England
535,1462,July,21,Wed,Kenilworth Castle,,,,SP2785272265,52.347752,-1.5925508,England
536,1462,July,22,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
537,1462,July,23,Fri,Daventry,,,,SP5743062758,52.26,-1.16,England
538,1462,July,27,Tue,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
539,1462,July,28,Wed,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
540,1462,July,29,Thu,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
541,1462,July,30,Fri,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
542,1462,July,30,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
543,1462,August,2,Mon,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
544,1462,August,5,Thu,Chelmsford,,,,TL7132807064,51.7361,0.4798,England
545,1462,August,6,Fri,Canterbury,,,,TR1454057430,51.275608,1.0745524,England
546,1462,August,7,Sat,Sandwich,,,,TR3297658137,51.27472,1.33888,England
547,1462,August,8,Sun,Canterbury,[Cantuarij],,,TR1454057430,51.275608,1.0745524,England
548,1462,August,11,Wed,manor of Greenwich,Appears as Greenwich manor,,,TQ3856577958,51.483611,-0.005833,England
549,1462,August,12,Thu,Ware,Town (villam) of Ware,,,TL3580814304,51.810879,-0.031415,England
550,1462,August,15,Sun,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
551,1462,August,20,Fri,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
552,1462,August,21,Sat,,,,,,,,
553,1462,August,22,Sun,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
554,1462,August,25,Wed,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
555,1462,August,26,Thu,,,,,,,,
556,1462,August,27,Fri,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
557,1462,August,28,Sat,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
558,1462,September,1,Wed,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
559,1462,September,4,Sat,London,"4(or 11, 18 or 25)",,,TQ3248081340,51.515457,-0.092140265,England
560,1462,September,5,Sun,City of London,,,,TQ3241681349,51.515556,-0.093056,England
561,1462,September,9,Thu,City of London,,,,TQ3241681349,51.515556,-0.093056,England
562,1462,September,9,Thu,Nottingham Castle,,,,SK5690039436,52.9493,-1.1546,England
563,1462,September,10,Fri,London,,,,TQ3248081340,51.515457,-0.092140265,England
564,1462,September,10,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
565,1462,September,11,Sat,City of London,,,,TQ3241681349,51.515556,-0.093056,England
566,1462,September,14,Tue,City of London,,,,TQ3241681349,51.515556,-0.093056,England
567,1462,September,15,Wed,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
568,1462,September,15,Wed,City of London,,,,TQ3241681349,51.515556,-0.093056,England
569,1462,September,16,Thu,"The More (nr. Rickmansworth, Herts)",,,,TQ0820094000,51.634413,-0.43800384,England
570,1462,September,17,Fri,"The More (nr. Rickmansworth, Herts)","Appears as ""The More""",,,TQ0820094000,51.634413,-0.43800384,England
571,1462,September,17,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
572,1462,September,18,Sat,"The More (nr. Rickmansworth, Herts)","Appears as ""manor of the More""",,,TQ0820094000,51.634413,-0.43800384,England
573,1462,September,18,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
574,1462,September,19,Sun,,,,,,,,
575,1462,September,20,Mon,Luton,,,,TL0922221161,51.878333,-0.414722,England
576,1462,September,21,Tue,City of London,,,,TQ3241681349,51.515556,-0.093056,England
577,1462,September,24,Fri,City of London,,,,TQ3241681349,51.515556,-0.093056,England
578,1462,September,27,Mon,City of London,,,,TQ3241681349,51.515556,-0.093056,England
579,1462,September,28,Tue,City of London,,,,TQ3241681349,51.515556,-0.093056,England
580,1462,September,29,Wed,,,,,,,,
581,1462,September,30,Thu,City of London,,,,TQ3241681349,51.515556,-0.093056,England
582,1462,October,5,Tue,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
583,1462,October,8,Fri,Fotheringhay Castle,,,,TL0618992974,52.524303,-0.4362695,England
584,1462,October,14,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
585,1462,October,15,Fri,,,,,,,,
586,1462,October,16,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
587,1462,October,17,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
588,1462,October,18,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
589,1462,October,19,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
590,1462,October,20,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
591,1462,October,21,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
592,1462,October,22,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
593,1462,October,23,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
594,1462,October,24,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
595,1462,October,25,Mon,,,,,,,,
596,1462,October,26,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
597,1462,October,27,Wed,,,,,,,,
598,1462,October,28,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
